#SpeciesA	SpeciesB	interaction
Pl_9	An_5	1
Pl_11	An_5	1
Pl_13	An_5	1
Pl_15	An_5	1
Pl_19	An_5	1
Pl_20	An_5	1
Pl_21	An_5	1
Pl_24	An_5	1
Pl_27	An_5	1
Pl_31	An_5	1
Pl_32	An_5	1
Pl_35	An_5	1
Pl_39	An_5	1
An_2	An_6	-0.9251203823369
An_3	An_6	-0.71598388813436
An_4	An_6	-0.816750338301063
Pl_4	An_6	1
Pl_6	An_6	1
Pl_7	An_6	1
Pl_8	An_6	1
Pl_14	An_6	1
Pl_16	An_6	1
Pl_17	An_6	1
Pl_18	An_6	1
Pl_22	An_6	1
Pl_23	An_6	1
Pl_24	An_6	1
Pl_26	An_6	1
Pl_35	An_6	1
Pl_36	An_6	1
Pl_37	An_6	1
Pl_39	An_6	1
Pl_40	An_6	1
Pl_45	An_6	1
Pl_1	An_7	1
Pl_5	An_7	1
Pl_6	An_7	1
Pl_7	An_7	1
Pl_9	An_7	1
Pl_10	An_7	1
Pl_12	An_7	1
Pl_13	An_7	1
Pl_18	An_7	1
Pl_22	An_7	1
Pl_23	An_7	1
Pl_26	An_7	1
Pl_30	An_7	1
Pl_32	An_7	1
Pl_33	An_7	1
Pl_42	An_7	1
Pl_44	An_7	1
Pl_47	An_7	1
An_1	An_8	-0.950955338543281
An_2	An_8	-0.624960055574775
An_3	An_8	-0.505696162814274
An_5	An_8	-0.756064949091524
Pl_1	An_8	1
Pl_2	An_8	1
Pl_3	An_8	1
Pl_9	An_8	1
Pl_13	An_8	1
Pl_14	An_8	1
Pl_15	An_8	1
Pl_17	An_8	1
Pl_18	An_8	1
Pl_21	An_8	1
Pl_23	An_8	1
Pl_24	An_8	1
Pl_25	An_8	1
Pl_29	An_8	1
Pl_30	An_8	1
Pl_43	An_8	1
An_2	An_9	-0.628645879449323
An_3	An_9	-0.941987828118727
An_7	An_9	-0.729829638963565
An_8	An_9	-0.503476632991806
Pl_1	An_9	1
Pl_3	An_9	1
Pl_6	An_9	1
Pl_8	An_9	1
Pl_12	An_9	1
Pl_13	An_9	1
Pl_15	An_9	1
Pl_17	An_9	1
Pl_19	An_9	1
Pl_20	An_9	1
Pl_25	An_9	1
Pl_27	An_9	1
Pl_29	An_9	1
Pl_30	An_9	1
Pl_33	An_9	1
Pl_38	An_9	1
An_1	An_10	-0.675775299081579
An_5	An_10	-0.982487181667238
An_6	An_10	-0.684888683259487
Pl_4	An_10	1
Pl_5	An_10	1
Pl_6	An_10	1
Pl_7	An_10	1
Pl_14	An_10	1
Pl_17	An_10	1
Pl_18	An_10	1
Pl_22	An_10	1
Pl_24	An_10	1
Pl_26	An_10	1
Pl_34	An_10	1
Pl_38	An_10	1
Pl_44	An_10	1
Pl_45	An_10	1
Pl_46	An_10	1
An_2	An_11	-0.79525974788703
An_3	An_11	-0.964827459771186
An_4	An_11	-0.649867739062756
An_5	An_11	-0.836027119541541
An_7	An_11	-0.507586580701172
An_10	An_11	-0.994886303320527
Pl_1	An_11	1
Pl_2	An_11	1
Pl_4	An_11	1
Pl_5	An_11	1
Pl_8	An_11	1
Pl_11	An_11	1
Pl_15	An_11	1
Pl_21	An_11	1
Pl_28	An_11	1
Pl_30	An_11	1
Pl_31	An_11	1
Pl_38	An_11	1
Pl_39	An_11	1
Pl_43	An_11	1
Pl_44	An_11	1
An_2	An_12	-0.542201315518469
An_8	An_12	-0.650496984366328
An_10	An_12	-0.756533129606396
Pl_1	An_12	1
Pl_3	An_12	1
Pl_4	An_12	1
Pl_5	An_12	1
Pl_6	An_12	1
Pl_7	An_12	1
Pl_8	An_12	1
Pl_12	An_12	1
Pl_16	An_12	1
Pl_19	An_12	1
Pl_20	An_12	1
Pl_30	An_12	1
Pl_36	An_12	1
Pl_39	An_12	1
Pl_46	An_12	1
An_1	An_13	-0.557998505653813
An_2	An_13	-0.660318338312209
An_7	An_13	-0.653154823929071
An_9	An_13	-0.832767697283998
An_11	An_13	-0.724801755510271
Pl_2	An_13	1
Pl_4	An_13	1
Pl_8	An_13	1
Pl_10	An_13	1
Pl_13	An_13	1
Pl_16	An_13	1
Pl_19	An_13	1
Pl_20	An_13	1
Pl_23	An_13	1
Pl_24	An_13	1
Pl_25	An_13	1
Pl_27	An_13	1
Pl_29	An_13	1
Pl_34	An_13	1
Pl_47	An_13	1
An_1	An_14	-0.798190291272476
An_4	An_14	-0.968839934794232
An_9	An_14	-0.799460294423625
An_10	An_14	-0.819917229702696
An_12	An_14	-0.608225487405434
Pl_2	An_14	1
Pl_3	An_14	1
Pl_4	An_14	1
Pl_5	An_14	1
Pl_6	An_14	1
Pl_7	An_14	1
Pl_9	An_14	1
Pl_15	An_14	1
Pl_23	An_14	1
Pl_24	An_14	1
Pl_35	An_14	1
Pl_41	An_14	1
Pl_43	An_14	1
Pl_45	An_14	1
An_1	An_15	-0.807417667238042
An_8	An_15	-0.871065638726577
An_9	An_15	-0.918662073789164
An_10	An_15	-0.827323121251538
An_11	An_15	-0.81028250977397
Pl_1	An_15	1
Pl_2	An_15	1
Pl_5	An_15	1
Pl_6	An_15	1
Pl_10	An_15	1
Pl_11	An_15	1
Pl_12	An_15	1
Pl_16	An_15	1
Pl_24	An_15	1
Pl_26	An_15	1
Pl_28	An_15	1
Pl_29	An_15	1
Pl_38	An_15	1
Pl_40	An_15	1
An_1	An_16	-0.516362084308639
An_3	An_16	-0.832804867532104
An_6	An_16	-0.730956354178488
An_9	An_16	-0.812527775531635
An_10	An_16	-0.872087722411379
An_11	An_16	-0.965498737990856
An_12	An_16	-0.942231426946819
An_13	An_16	-0.819486546330154
An_14	An_16	-0.873328756541014
Pl_4	An_16	1
Pl_5	An_16	1
Pl_8	An_16	1
Pl_9	An_16	1
Pl_10	An_16	1
Pl_12	An_16	1
Pl_13	An_16	1
Pl_15	An_16	1
Pl_25	An_16	1
Pl_26	An_16	1
Pl_34	An_16	1
Pl_39	An_16	1
Pl_42	An_16	1
An_1	An_17	-0.869646216975525
An_3	An_17	-0.610699803801253
An_5	An_17	-0.907881814520806
An_10	An_17	-0.6826218648348
An_12	An_17	-0.895273164147511
An_13	An_17	-0.932106903987005
An_14	An_17	-0.598844262072816
Pl_4	An_17	1
Pl_7	An_17	1
Pl_10	An_17	1
Pl_11	An_17	1
Pl_12	An_17	1
Pl_17	An_17	1
Pl_18	An_17	1
Pl_24	An_17	1
Pl_25	An_17	1
Pl_34	An_17	1
Pl_36	An_17	1
Pl_37	An_17	1
Pl_41	An_17	1
An_2	An_18	-0.668491476215422
An_5	An_18	-0.945668605156243
An_12	An_18	-0.577530971029773
An_14	An_18	-0.901997256325558
An_15	An_18	-0.701575412182137
Pl_1	An_18	1
Pl_2	An_18	1
Pl_6	An_18	1
Pl_8	An_18	1
Pl_9	An_18	1
Pl_14	An_18	1
Pl_16	An_18	1
Pl_19	An_18	1
Pl_20	An_18	1
Pl_31	An_18	1
Pl_36	An_18	1
Pl_39	An_18	1
An_2	An_19	-0.962988067883998
An_10	An_19	-0.878904402023181
An_11	An_19	-0.542971393559128
An_13	An_19	-0.591758572729304
An_17	An_19	-0.699530121637508
Pl_1	An_19	1
Pl_2	An_19	1
Pl_5	An_19	1
Pl_7	An_19	1
Pl_15	An_19	1
Pl_17	An_19	1
Pl_18	An_19	1
Pl_31	An_19	1
Pl_38	An_19	1
Pl_39	An_19	1
Pl_43	An_19	1
Pl_47	An_19	1
An_1	An_20	-0.595204787328839
An_2	An_20	-0.554619253845885
An_5	An_20	-0.64835265907459
An_6	An_20	-0.738164820708334
An_7	An_20	-0.675948952091858
An_9	An_20	-0.566153392894194
An_10	An_20	-0.994724016869441
An_12	An_20	-0.792003269772977
An_14	An_20	-0.960427583195269
An_16	An_20	-0.972012174315751
An_18	An_20	-0.710088206222281
An_19	An_20	-0.962478775298223
Pl_1	An_20	1
Pl_6	An_20	1
Pl_7	An_20	1
Pl_10	An_20	1
Pl_14	An_20	1
Pl_16	An_20	1
Pl_18	An_20	1
Pl_19	An_20	1
Pl_22	An_20	1
Pl_37	An_20	1
Pl_41	An_20	1
Pl_42	An_20	1
An_1	An_21	-0.679507438093424
An_4	An_21	-0.717722652480006
An_6	An_21	-0.546106473309919
An_8	An_21	-0.998258684528992
An_10	An_21	-0.663919884711504
An_15	An_21	-0.521921729668975
An_17	An_21	-0.977112489752471
An_18	An_21	-0.833537433063611
An_20	An_21	-0.862374013289809
Pl_1	An_21	1
Pl_2	An_21	1
Pl_3	An_21	1
Pl_5	An_21	1
Pl_11	An_21	1
Pl_14	An_21	1
Pl_17	An_21	1
Pl_32	An_21	1
Pl_33	An_21	1
Pl_39	An_21	1
Pl_41	An_21	1
Pl_42	An_21	1
An_1	An_22	-0.969748564064503
An_5	An_22	-0.755599221447483
An_7	An_22	-0.930921726394445
An_8	An_22	-0.69139287690632
An_9	An_22	-0.631625822978094
An_12	An_22	-0.752959275618196
An_13	An_22	-0.620674316771328
An_14	An_22	-0.76602154574357
An_16	An_22	-0.521393773611635
An_17	An_22	-0.570278047583997
An_19	An_22	-0.80381493922323
An_20	An_22	-0.717036192305386
Pl_1	An_22	1
Pl_3	An_22	1
Pl_4	An_22	1
Pl_6	An_22	1
Pl_7	An_22	1
Pl_14	An_22	1
Pl_22	An_22	1
Pl_27	An_22	1
Pl_30	An_22	1
Pl_43	An_22	1
Pl_44	An_22	1
Pl_47	An_22	1
An_1	An_23	-0.708099367329851
An_3	An_23	-0.516735532088205
An_5	An_23	-0.795638456009328
An_7	An_23	-0.705603623064235
An_10	An_23	-0.849892352474853
An_11	An_23	-0.747777346055955
An_14	An_23	-0.800306635675952
An_15	An_23	-0.768428510520607
An_16	An_23	-0.61534401238896
An_17	An_23	-0.991186060244218
Pl_5	An_23	1
Pl_7	An_23	1
Pl_10	An_23	1
Pl_13	An_23	1
Pl_17	An_23	1
Pl_23	An_23	1
Pl_29	An_23	1
Pl_31	An_23	1
Pl_38	An_23	1
Pl_40	An_23	1
Pl_44	An_23	1
Pl_45	An_23	1
An_1	An_24	-0.998310486786067
An_2	An_24	-0.947764186188579
An_3	An_24	-0.543926976853982
An_4	An_24	-0.538153518689796
An_7	An_24	-0.831138601060957
An_9	An_24	-0.85678464663215
An_10	An_24	-0.723026239778847
An_15	An_24	-0.833823673892766
An_23	An_24	-0.677724795881659
Pl_2	An_24	1
Pl_4	An_24	1
Pl_12	An_24	1
Pl_13	An_24	1
Pl_14	An_24	1
Pl_17	An_24	1
Pl_18	An_24	1
Pl_25	An_24	1
Pl_27	An_24	1
Pl_31	An_24	1
Pl_35	An_24	1
Pl_41	An_24	1
An_1	An_25	-0.7636437069159
An_4	An_25	-0.760245193727314
An_6	An_25	-0.62475602934137
An_10	An_25	-0.713817168027163
An_14	An_25	-0.897898809751496
An_17	An_25	-0.730450951261446
An_18	An_25	-0.999978956999257
An_20	An_25	-0.515433267923072
An_21	An_25	-0.670400250237435
An_22	An_25	-0.537515406729653
An_23	An_25	-0.702234838157892
Pl_1	An_25	1
Pl_2	An_25	1
Pl_4	An_25	1
Pl_8	An_25	1
Pl_14	An_25	1
Pl_19	An_25	1
Pl_25	An_25	1
Pl_26	An_25	1
Pl_28	An_25	1
Pl_29	An_25	1
Pl_32	An_25	1
Pl_33	An_25	1
An_1	An_26	-0.775100593920797
An_3	An_26	-0.936064700130373
An_4	An_26	-0.935545756248757
An_7	An_26	-0.511051795911044
An_12	An_26	-0.998683800920844
An_13	An_26	-0.728901555528864
An_14	An_26	-0.519884055480361
An_17	An_26	-0.896933750482276
An_18	An_26	-0.907085646409541
An_20	An_26	-0.531897426815704
An_21	An_26	-0.59236602880992
An_22	An_26	-0.962419120362028
An_25	An_26	-0.989585554692894
Pl_4	An_26	1
Pl_13	An_26	1
Pl_14	An_26	1
Pl_15	An_26	1
Pl_24	An_26	1
Pl_27	An_26	1
Pl_35	An_26	1
Pl_36	An_26	1
Pl_40	An_26	1
Pl_41	An_26	1
Pl_45	An_26	1
An_1	An_27	-0.647787883644924
An_4	An_27	-0.693117401562631
An_8	An_27	-0.749295781133696
An_10	An_27	-0.843854234088212
An_11	An_27	-0.945272344630212
An_12	An_27	-0.957598653389141
An_14	An_27	-0.515303780790418
An_16	An_27	-0.877177422167733
An_19	An_27	-0.984657977009192
An_21	An_27	-0.852141574956477
An_26	An_27	-0.763497209874913
Pl_3	An_27	1
Pl_6	An_27	1
Pl_9	An_27	1
Pl_10	An_27	1
Pl_11	An_27	1
Pl_15	An_27	1
Pl_26	An_27	1
Pl_28	An_27	1
Pl_30	An_27	1
Pl_37	An_27	1
Pl_46	An_27	1
An_1	An_28	-0.712334982352331
An_2	An_28	-0.529137885663658
An_3	An_28	-0.512202389771119
An_6	An_28	-0.925555543741211
An_7	An_28	-0.810089609818533
An_9	An_28	-0.913936605909839
An_10	An_28	-0.683829361340031
An_11	An_28	-0.568250535521656
An_12	An_28	-0.842305567814037
An_13	An_28	-0.978456706507131
An_15	An_28	-0.537629876285791
An_17	An_28	-0.506247041048482
An_18	An_28	-0.536389592802152
An_19	An_28	-0.594560947269201
An_21	An_28	-0.968903057044372
An_25	An_28	-0.992429941659793
Pl_3	An_28	1
Pl_4	An_28	1
Pl_6	An_28	1
Pl_11	An_28	1
Pl_24	An_28	1
Pl_25	An_28	1
Pl_27	An_28	1
Pl_28	An_28	1
Pl_34	An_28	1
Pl_37	An_28	1
Pl_44	An_28	1
An_3	An_29	-0.710698382928967
An_4	An_29	-0.540710147703066
An_7	An_29	-0.949914746452123
An_9	An_29	-0.530534473713487
An_10	An_29	-0.563921024324372
An_11	An_29	-0.611331336665899
An_12	An_29	-0.990648283623159
An_14	An_29	-0.807101677404717
An_15	An_29	-0.617073511704803
An_18	An_29	-0.633234971435741
An_19	An_29	-0.856267182622105
An_20	An_29	-0.604214495746419
An_21	An_29	-0.8204402315896
An_24	An_29	-0.578293160302565
An_26	An_29	-0.540190250147134
Pl_2	An_29	1
Pl_5	An_29	1
Pl_7	An_29	1
Pl_19	An_29	1
Pl_21	An_29	1
Pl_22	An_29	1
Pl_23	An_29	1
Pl_33	An_29	1
Pl_37	An_29	1
Pl_38	An_29	1
Pl_40	An_29	1
An_3	An_30	-0.742161317029968
An_5	An_30	-0.980774090858176
An_9	An_30	-0.675638878485188
An_13	An_30	-0.617752773920074
An_14	An_30	-0.970763395540416
An_16	An_30	-0.59439900284633
An_17	An_30	-0.567561045987532
An_19	An_30	-0.91261000954546
An_20	An_30	-0.671139760641381
An_22	An_30	-0.842852767789736
An_24	An_30	-0.838286726968363
An_25	An_30	-0.710889933863655
An_29	An_30	-0.98112029931508
Pl_1	An_30	1
Pl_2	An_30	1
Pl_4	An_30	1
Pl_6	An_30	1
Pl_7	An_30	1
Pl_10	An_30	1
Pl_20	An_30	1
Pl_22	An_30	1
Pl_25	An_30	1
Pl_29	An_30	1
Pl_34	An_30	1
An_1	An_31	-0.627519959816709
An_4	An_31	-0.700754278805107
An_5	An_31	-0.574769942322746
An_8	An_31	-0.529715762939304
An_9	An_31	-0.803534369682893
An_17	An_31	-0.770316411741078
An_18	An_31	-0.559156890958548
An_21	An_31	-0.929948943667114
An_24	An_31	-0.59428189904429
An_25	An_31	-0.743249353021383
An_27	An_31	-0.651469295145944
Pl_5	An_31	1
Pl_7	An_31	1
Pl_10	An_31	1
Pl_11	An_31	1
Pl_15	An_31	1
Pl_20	An_31	1
Pl_22	An_31	1
Pl_35	An_31	1
Pl_43	An_31	1
Pl_46	An_31	1
Pl_47	An_31	1
An_1	An_32	-0.598625710466877
An_3	An_32	-0.747132822638378
An_6	An_32	-0.644895231351256
An_7	An_32	-0.801138927228749
An_10	An_32	-0.772748023737222
An_11	An_32	-0.623295582830906
An_14	An_32	-0.998694331850857
An_16	An_32	-0.929506201995537
An_17	An_32	-0.689151842612773
An_21	An_32	-0.519589208764955
An_22	An_32	-0.870602562325075
An_28	An_32	-0.601219146745279
Pl_2	An_32	1
Pl_7	An_32	1
Pl_8	An_32	1
Pl_9	An_32	1
Pl_11	An_32	1
Pl_12	An_32	1
Pl_20	An_32	1
Pl_35	An_32	1
Pl_36	An_32	1
Pl_40	An_32	1
An_3	An_33	-0.800279718823731
An_4	An_33	-0.824974757153541
An_7	An_33	-0.929040868766606
An_8	An_33	-0.526702889474109
An_10	An_33	-0.794719571480528
An_11	An_33	-0.784421718213707
An_12	An_33	-0.919090289156884
An_16	An_33	-0.936854436760768
An_17	An_33	-0.972136652562767
An_19	An_33	-0.954503814689815
An_20	An_33	-0.593016926664859
An_22	An_33	-0.783256966155022
An_23	An_33	-0.728750793263316
An_24	An_33	-0.692016514251009
An_25	An_33	-0.670511361211538
An_26	An_33	-0.710506480652839
An_28	An_33	-0.924756577238441
An_29	An_33	-0.661741160787642
Pl_1	An_33	1
Pl_2	An_33	1
Pl_3	An_33	1
Pl_4	An_33	1
Pl_8	An_33	1
Pl_10	An_33	1
Pl_25	An_33	1
Pl_31	An_33	1
Pl_32	An_33	1
Pl_41	An_33	1
An_1	An_34	-0.859455386875197
An_2	An_34	-0.677566785831004
An_3	An_34	-0.803242130437866
An_8	An_34	-0.512973082484677
An_10	An_34	-0.505870846332982
An_11	An_34	-0.917230746243149
An_13	An_34	-0.692155719734728
An_14	An_34	-0.523584902985021
An_19	An_34	-0.865773294586688
An_20	An_34	-0.819302828982472
An_22	An_34	-0.844502620166168
An_24	An_34	-0.88096707384102
An_26	An_34	-0.80618713865988
An_27	An_34	-0.672882730839774
An_29	An_34	-0.86727711930871
An_30	An_34	-0.860639454098418
Pl_2	An_34	1
Pl_9	An_34	1
Pl_11	An_34	1
Pl_18	An_34	1
Pl_22	An_34	1
Pl_23	An_34	1
Pl_32	An_34	1
Pl_36	An_34	1
Pl_40	An_34	1
Pl_42	An_34	1
An_1	An_35	-0.830820667324588
An_3	An_35	-0.689444198273122
An_4	An_35	-0.760025185067207
An_6	An_35	-0.726039010565728
An_7	An_35	-0.55268083862029
An_9	An_35	-0.905024729436263
An_16	An_35	-0.923529530875385
An_17	An_35	-0.51541974209249
An_18	An_35	-0.759153377264738
An_20	An_35	-0.690662568900734
An_21	An_35	-0.65945791057311
An_22	An_35	-0.516484908061102
An_24	An_35	-0.961406901013106
An_27	An_35	-0.926129276398569
An_29	An_35	-0.853495792485774
An_31	An_35	-0.744443025905639
An_32	An_35	-0.989721372025087
Pl_1	An_35	1
Pl_3	An_35	1
Pl_5	An_35	1
Pl_6	An_35	1
Pl_9	An_35	1
Pl_12	An_35	1
Pl_16	An_35	1
Pl_28	An_35	1
Pl_42	An_35	1
Pl_46	An_35	1
An_1	An_36	-0.758676514029503
An_6	An_36	-0.866154728224501
An_7	An_36	-0.946072682505473
An_8	An_36	-0.99083902221173
An_13	An_36	-0.605131995398551
An_14	An_36	-0.660232548136264
An_15	An_36	-0.954911822685972
An_16	An_36	-0.965377601329237
An_20	An_36	-0.670682380674407
An_21	An_36	-0.892017161240801
An_24	An_36	-0.990069145336747
An_25	An_36	-0.892740020994097
An_30	An_36	-0.639223414007574
An_31	An_36	-0.636818663915619
An_34	An_36	-0.717767536640167
An_35	An_36	-0.951331434771419
Pl_2	An_36	1
Pl_4	An_36	1
Pl_5	An_36	1
Pl_9	An_36	1
Pl_10	An_36	1
Pl_11	An_36	1
Pl_13	An_36	1
Pl_21	An_36	1
Pl_34	An_36	1
Pl_39	An_36	1
An_3	An_37	-0.611589354928583
An_4	An_37	-0.837324220919982
An_5	An_37	-0.620031712343916
An_6	An_37	-0.640555851859972
An_7	An_37	-0.559467467712238
An_8	An_37	-0.729008634807542
An_9	An_37	-0.81200414779596
An_10	An_37	-0.513631569454446
An_11	An_37	-0.896134146023542
An_12	An_37	-0.681957148946822
An_13	An_37	-0.991078985156491
An_14	An_37	-0.85737879271619
An_16	An_37	-0.757560889003798
An_17	An_37	-0.675375129794702
An_19	An_37	-0.611387956188992
An_20	An_37	-0.656463516876101
An_24	An_37	-0.826562982751057
An_29	An_37	-0.840616006869823
An_30	An_37	-0.556128710042685
An_31	An_37	-0.666004752041772
An_33	An_37	-0.987406997475773
An_36	An_37	-0.876877318136394
Pl_1	An_37	1
Pl_8	An_37	1
Pl_9	An_37	1
Pl_10	An_37	1
Pl_15	An_37	1
Pl_16	An_37	1
Pl_18	An_37	1
Pl_32	An_37	1
Pl_46	An_37	1
Pl_47	An_37	1
An_2	An_38	-0.522209776798263
An_3	An_38	-0.528471759753302
An_4	An_38	-0.960649558575824
An_5	An_38	-0.590923530049622
An_6	An_38	-0.925194410840049
An_7	An_38	-0.640439348760992
An_9	An_38	-0.822151023661718
An_10	An_38	-0.671619211789221
An_13	An_38	-0.80742970504798
An_14	An_38	-0.579150991048664
An_19	An_38	-0.851189793553203
An_20	An_38	-0.564410839229822
An_21	An_38	-0.88263640855439
An_22	An_38	-0.949688241351396
An_24	An_38	-0.576841884991154
An_26	An_38	-0.927454574964941
An_28	An_38	-0.865687486948445
An_29	An_38	-0.568994533037767
An_34	An_38	-0.981875247322023
An_35	An_38	-0.511734132422134
Pl_6	An_38	1
Pl_16	An_38	1
Pl_17	An_38	1
Pl_18	An_38	1
Pl_30	An_38	1
Pl_31	An_38	1
Pl_33	An_38	1
Pl_35	An_38	1
Pl_38	An_38	1
Pl_42	An_38	1
An_4	An_39	-0.824760548071936
An_10	An_39	-0.686090339906514
An_12	An_39	-0.715837471419945
An_13	An_39	-0.917633965378627
An_14	An_39	-0.86482706386596
An_15	An_39	-0.68531460291706
An_16	An_39	-0.99158426746726
An_19	An_39	-0.965965945273638
An_25	An_39	-0.883096619974822
An_27	An_39	-0.533912829589099
An_31	An_39	-0.59535750397481
An_32	An_39	-0.914169465424493
An_35	An_39	-0.729504700982943
An_38	An_39	-0.950225828913972
Pl_2	An_39	1
Pl_3	An_39	1
Pl_6	An_39	1
Pl_17	An_39	1
Pl_20	An_39	1
Pl_21	An_39	1
Pl_29	An_39	1
Pl_37	An_39	1
Pl_47	An_39	1
An_1	An_40	-0.501454174285755
An_2	An_40	-0.677564556943253
An_6	An_40	-0.723084390163422
An_10	An_40	-0.644199428614229
An_16	An_40	-0.744378999341279
An_17	An_40	-0.519481797004119
An_19	An_40	-0.935547729488462
An_20	An_40	-0.933845872292295
An_21	An_40	-0.997281376039609
An_26	An_40	-0.743466236395761
An_27	An_40	-0.50576695241034
An_28	An_40	-0.943157415371388
An_29	An_40	-0.691108126426116
An_30	An_40	-0.910488490015268
An_34	An_40	-0.612968621542677
An_35	An_40	-0.782552036223933
An_39	An_40	-0.705922393593937
Pl_2	An_40	1
Pl_5	An_40	1
Pl_7	An_40	1
Pl_13	An_40	1
Pl_16	An_40	1
Pl_21	An_40	1
Pl_29	An_40	1
Pl_32	An_40	1
Pl_35	An_40	1
An_1	An_41	-0.808186644921079
An_3	An_41	-0.858240333385766
An_4	An_41	-0.534222172573209
An_7	An_41	-0.831551708513871
An_8	An_41	-0.913646809291095
An_10	An_41	-0.631454327376559
An_11	An_41	-0.951579511165619
An_12	An_41	-0.605384964961559
An_15	An_41	-0.796500642318279
An_16	An_41	-0.844838188495487
An_17	An_41	-0.85877072904259
An_18	An_41	-0.74233027221635
An_19	An_41	-0.515283488668501
An_22	An_41	-0.992140627931803
An_23	An_41	-0.931032223394141
An_26	An_41	-0.530528003815562
An_28	An_41	-0.51488696387969
An_30	An_41	-0.950398326618597
An_31	An_41	-0.652572130784392
An_34	An_41	-0.916979921981692
An_35	An_41	-0.830837433226407
An_36	An_41	-0.763489229837433
An_37	An_41	-0.650600840570405
An_38	An_41	-0.688056178158149
An_39	An_41	-0.698893310502172
Pl_2	An_41	1
Pl_3	An_41	1
Pl_5	An_41	1
Pl_13	An_41	1
Pl_24	An_41	1
Pl_26	An_41	1
Pl_27	An_41	1
Pl_28	An_41	1
Pl_32	An_41	1
An_1	An_42	-0.752477103378624
An_4	An_42	-0.72536637284793
An_5	An_42	-0.755992621649057
An_6	An_42	-0.682380059733987
An_8	An_42	-0.713935962645337
An_9	An_42	-0.929951939964667
An_12	An_42	-0.531505328835919
An_14	An_42	-0.692953216843307
An_15	An_42	-0.755011805798858
An_16	An_42	-0.577056444948539
An_18	An_42	-0.551145073026419
An_20	An_42	-0.640973527682945
An_21	An_42	-0.684778976952657
An_23	An_42	-0.752123557729647
An_29	An_42	-0.813666097354144
An_34	An_42	-0.637188978493214
An_36	An_42	-0.877600654726848
An_37	An_42	-0.545003102626652
An_40	An_42	-0.7009980045259
Pl_1	An_42	1
Pl_10	An_42	1
Pl_11	An_42	1
Pl_15	An_42	1
Pl_23	An_42	1
Pl_34	An_42	1
Pl_42	An_42	1
Pl_45	An_42	1
An_3	An_43	-0.870543707162142
An_5	An_43	-0.854221459245309
An_6	An_43	-0.549731184262782
An_7	An_43	-0.676747522782534
An_8	An_43	-0.9189871721901
An_9	An_43	-0.969505501911044
An_11	An_43	-0.690216554794461
An_12	An_43	-0.608837614534423
An_15	An_43	-0.87363547203131
An_17	An_43	-0.66769493627362
An_18	An_43	-0.653553005075082
An_20	An_43	-0.98208691040054
An_21	An_43	-0.620509825414047
