#SpeciesA	SpeciesB	interaction
Pl_1	An_19	1
Pl_5	An_19	1
Pl_11	An_19	1
Pl_13	An_19	1
Pl_14	An_19	1
Pl_24	An_19	1
Pl_26	An_19	1
Pl_37	An_19	1
An_1	An_20	-0.942110948497429
An_5	An_20	-0.955278884386644
An_19	An_20	-0.993856484303251
Pl_5	An_20	1
Pl_14	An_20	1
Pl_15	An_20	1
Pl_26	An_20	1
Pl_28	An_20	1
Pl_38	An_20	1
Pl_40	An_20	1
Pl_44	An_20	1
An_19	An_21	-0.994340926874429
Pl_3	An_21	1
Pl_4	An_21	1
Pl_6	An_21	1
Pl_13	An_21	1
Pl_16	An_21	1
Pl_29	An_21	1
Pl_35	An_21	1
Pl_38	An_21	1
An_5	An_22	-0.988901203265414
An_7	An_22	-0.974785029189661
An_8	An_22	-0.936571495607495
An_17	An_22	-0.889873554930091
An_21	An_22	-0.965254217386246
Pl_3	An_22	1
Pl_19	An_22	1
Pl_27	An_22	1
Pl_30	An_22	1
Pl_31	An_22	1
Pl_32	An_22	1
Pl_34	An_22	1
Pl_37	An_22	1
An_1	An_23	-0.863785137422383
An_8	An_23	-0.893401411827654
An_9	An_23	-0.960809665732086
Pl_7	An_23	1
Pl_13	An_23	1
Pl_19	An_23	1
Pl_21	An_23	1
Pl_29	An_23	1
Pl_34	An_23	1
Pl_47	An_23	1
An_3	An_24	-0.868643412832171
An_7	An_24	-0.877169446554035
An_8	An_24	-0.987874099984765
An_15	An_24	-0.928645086009055
Pl_14	An_24	1
Pl_17	An_24	1
Pl_20	An_24	1
Pl_25	An_24	1
Pl_34	An_24	1
Pl_45	An_24	1
Pl_46	An_24	1
An_14	An_25	-0.984934996580705
An_20	An_25	-0.985988458385691
Pl_6	An_25	1
Pl_9	An_25	1
Pl_20	An_25	1
Pl_21	An_25	1
Pl_24	An_25	1
Pl_30	An_25	1
Pl_33	An_25	1
An_15	An_26	-0.898706555366516
Pl_6	An_26	1
Pl_12	An_26	1
Pl_17	An_26	1
Pl_23	An_26	1
Pl_31	An_26	1
Pl_42	An_26	1
Pl_44	An_26	1
An_3	An_27	-0.997315881075338
An_16	An_27	-0.945904652355239
An_25	An_27	-0.854865801753476
Pl_2	An_27	1
Pl_12	An_27	1
Pl_21	An_27	1
Pl_24	An_27	1
Pl_29	An_27	1
Pl_30	An_27	1
Pl_36	An_27	1
An_9	An_28	-0.943447164725512
An_19	An_28	-0.908825708087534
An_21	An_28	-0.872351636644453
An_24	An_28	-0.959333504084498
Pl_1	An_28	1
Pl_7	An_28	1
Pl_9	An_28	1
Pl_16	An_28	1
Pl_35	An_28	1
Pl_36	An_28	1
Pl_43	An_28	1
An_4	An_29	-0.918210861505941
An_13	An_29	-0.943950348766521
An_20	An_29	-0.910261000273749
An_22	An_29	-0.970972147071734
An_27	An_29	-0.866975092329085
Pl_1	An_29	1
Pl_5	An_29	1
Pl_14	An_29	1
Pl_21	An_29	1
Pl_31	An_29	1
Pl_34	An_29	1
Pl_35	An_29	1
An_3	An_30	-0.918897173833102
An_5	An_30	-0.914654573658481
An_18	An_30	-0.969848913606256
An_19	An_30	-0.875827969284728
An_26	An_30	-0.982201202306896
An_28	An_30	-0.860652015777305
Pl_4	An_30	1
Pl_9	An_30	1
Pl_10	An_30	1
Pl_22	An_30	1
Pl_28	An_30	1
Pl_32	An_30	1
Pl_43	An_30	1
An_1	An_31	-0.93407322675921
An_3	An_31	-0.887646188028157
An_5	An_31	-0.941448864759877
An_6	An_31	-0.927781805163249
An_13	An_31	-0.933904299512506
An_22	An_31	-0.972699968609959
Pl_5	An_31	1
Pl_18	An_31	1
Pl_19	An_31	1
Pl_20	An_31	1
Pl_30	An_31	1
Pl_38	An_31	1
Pl_39	An_31	1
An_3	An_32	-0.92866416554898
An_10	An_32	-0.977224617963657
An_12	An_32	-0.988333071349189
An_21	An_32	-0.932568496093154
An_28	An_32	-0.852683031698689
Pl_8	An_32	1
Pl_9	An_32	1
Pl_11	An_32	1
Pl_19	An_32	1
Pl_28	An_32	1
Pl_32	An_32	1
Pl_36	An_32	1
An_7	An_33	-0.942827987484634
An_15	An_33	-0.899704798357561
An_21	An_33	-0.881969771115109
An_31	An_33	-0.976955878548324
An_32	An_33	-0.870597931789234
Pl_2	An_33	1
Pl_4	An_33	1
Pl_13	An_33	1
Pl_17	An_33	1
Pl_20	An_33	1
Pl_25	An_33	1
Pl_28	An_33	1
An_2	An_34	-0.888990947511047
An_8	An_34	-0.95316375233233
An_18	An_34	-0.960093670058995
An_30	An_34	-0.91705834120512
Pl_2	An_34	1
Pl_17	An_34	1
Pl_27	An_34	1
Pl_33	An_34	1
Pl_36	An_34	1
Pl_39	An_34	1
Pl_42	An_34	1
An_11	An_35	-0.987635520054027
An_12	An_35	-0.97885207273066
An_15	An_35	-0.979688045103103
An_19	An_35	-0.970428585074842
An_20	An_35	-0.945221984293312
An_27	An_35	-0.931517111603171
Pl_3	An_35	1
Pl_12	An_35	1
Pl_40	An_35	1
Pl_41	An_35	1
Pl_44	An_35	1
Pl_46	An_35	1
Pl_47	An_35	1
An_2	An_36	-0.967390307458118
An_8	An_36	-0.858295179670677
An_11	An_36	-0.916078358888626
An_25	An_36	-0.955021109199151
An_26	An_36	-0.973216471262276
Pl_15	An_36	1
Pl_18	An_36	1
Pl_22	An_36	1
Pl_23	An_36	1
Pl_37	An_36	1
Pl_45	An_36	1
Pl_46	An_36	1
An_2	An_37	-0.910887407138944
An_3	An_37	-0.964241488371044
An_8	An_37	-0.918737018480897
An_10	An_37	-0.97382837976329
An_30	An_37	-0.871870232513174
An_31	An_37	-0.97984357830137
An_32	An_37	-0.936528228688985
Pl_1	An_37	1
Pl_15	An_37	1
Pl_21	An_37	1
Pl_29	An_37	1
Pl_30	An_37	1
Pl_39	An_37	1
Pl_44	An_37	1
An_3	An_38	-0.862668175715953
An_16	An_38	-0.993752921232954
Pl_1	An_38	1
Pl_11	An_38	1
Pl_14	An_38	1
Pl_18	An_38	1
Pl_23	An_38	1
Pl_41	An_38	1
Pl_43	An_38	1
An_6	An_39	-0.902154567651451
An_16	An_39	-0.975670683197677
An_20	An_39	-0.928147120634094
An_27	An_39	-0.953470781678334
An_28	An_39	-0.932834678795189
An_29	An_39	-0.888380093500018
An_34	An_39	-0.889175528427586
An_37	An_39	-0.951441316399723
Pl_10	An_39	1
Pl_11	An_39	1
Pl_15	An_39	1
Pl_21	An_39	1
Pl_22	An_39	1
Pl_42	An_39	1
Pl_45	An_39	1
An_16	An_40	-0.950364145683125
An_19	An_40	-0.911760495742783
An_36	An_40	-0.934466999024153
Pl_19	An_40	1
Pl_23	An_40	1
Pl_33	An_40	1
Pl_35	An_40	1
Pl_38	An_40	1
Pl_41	An_40	1
Pl_45	An_40	1
An_13	An_41	-0.886079264804721
An_23	An_41	-0.924104056321084
An_24	An_41	-0.977759130299091
An_38	An_41	-0.864406971493736
Pl_10	An_41	1
Pl_12	An_41	1
Pl_20	An_41	1
Pl_29	An_41	1
Pl_37	An_41	1
Pl_38	An_41	1
An_4	An_42	-0.900751204695553
An_7	An_42	-0.969719726359472
An_15	An_42	-0.874435173813254
An_19	An_42	-0.995511707384139
An_29	An_42	-0.881636494072154
An_30	An_42	-0.913128145271912
An_31	An_42	-0.9411838024389
An_33	An_42	-0.923605264862999
An_34	An_42	-0.910179283004254
Pl_6	An_42	1
Pl_8	An_42	1
Pl_20	An_42	1
Pl_24	An_42	1
Pl_39	An_42	1
Pl_43	An_42	1
An_3	An_43	-0.912327855825424
An_9	An_43	-0.915656807366759
An_21	An_43	-0.855637277942151
An_22	An_43	-0.925695965997875
An_39	An_43	-0.972780263284221
Pl_2	An_43	1
Pl_8	An_43	1
Pl_11	An_43	1
Pl_14	An_43	1
Pl_18	An_43	1
Pl_34	An_43	1
An_1	An_44	-0.887674672529101
An_2	An_44	-0.981959045631811
An_3	An_44	-0.884236248210073
An_10	An_44	-0.906579405069351
An_24	An_44	-0.902674716431648
An_34	An_44	-0.994683409342542
An_35	An_44	-0.999066566582769
An_38	An_44	-0.986454677535221
An_42	An_44	-0.962267003953457
Pl_1	An_44	1
Pl_6	An_44	1
Pl_7	An_44	1
Pl_9	An_44	1
Pl_17	An_44	1
Pl_40	An_44	1
An_14	An_45	-0.951359960949048
An_15	An_45	-0.864369203802198
An_24	An_45	-0.912286444334313
Pl_3	An_45	1
Pl_7	An_45	1
Pl_11	An_45	1
Pl_13	An_45	1
Pl_23	An_45	1
Pl_25	An_45	1
An_12	An_46	-0.941596034448594
An_13	An_46	-0.88919393136166
An_15	An_46	-0.888512078672647
An_19	An_46	-0.981717185350135
An_24	An_46	-0.902210708009079
An_30	An_46	-0.851973139913753
An_39	An_46	-0.978775861905888
Pl_1	An_46	1
Pl_3	An_46	1
Pl_6	An_46	1
Pl_22	An_46	1
Pl_32	An_46	1
Pl_37	An_46	1
Pl_1	Pl_5	-0.92553184600547
Pl_1	Pl_7	-0.943928338354453
Pl_8	Pl_9	-0.953650241019204
Pl_9	Pl_10	-0.889703374356031
Pl_1	Pl_11	-0.915028717834502
Pl_9	Pl_11	-0.972829076228663
Pl_5	Pl_13	-0.908933748491108
Pl_10	Pl_13	-0.98711229627952
Pl_9	Pl_14	-0.944619069108739
Pl_1	Pl_15	-0.889114808058366
Pl_4	Pl_15	-0.955173561116681
Pl_6	Pl_15	-0.96531702298671
Pl_8	Pl_15	-0.879615716869012
Pl_5	Pl_16	-0.995129730319604
Pl_9	Pl_16	-0.991002092603594
Pl_10	Pl_16	-0.896006135968491
Pl_14	Pl_17	-0.865374906687066
Pl_5	Pl_18	-0.907485696719959
Pl_8	Pl_18	-0.903807684546337
Pl_12	Pl_18	-0.980632632039487
Pl_4	Pl_19	-0.971671116771176
Pl_18	Pl_20	-0.922990100225434
Pl_19	Pl_20	-0.934442740632221
Pl_3	Pl_21	-0.984421732835472
Pl_8	Pl_21	-0.889881964074448
Pl_12	Pl_21	-0.937520002247766
Pl_17	Pl_21	-0.91757056559436
Pl_20	Pl_21	-0.926313515286893
Pl_3	Pl_22	-0.930926325265318
Pl_5	Pl_22	-0.88818080839701
Pl_13	Pl_22	-0.994851455790922
Pl_14	Pl_22	-0.876961982343346
Pl_15	Pl_22	-0.858899898594245
Pl_6	Pl_23	-0.923739564837888
Pl_17	Pl_23	-0.851257324684411
Pl_20	Pl_23	-0.986231741728261
Pl_21	Pl_23	-0.865170464850962
Pl_1	Pl_24	-0.867173044709489
Pl_2	Pl_24	-0.959521133452654
Pl_1	Pl_25	-0.909870896255597
Pl_4	Pl_25	-0.949800032423809
Pl_7	Pl_25	-0.851543041644618
Pl_14	Pl_25	-0.938496767776087
Pl_15	Pl_25	-0.890784946735948
Pl_16	Pl_25	-0.887658256804571
Pl_21	Pl_25	-0.965139233041555
Pl_1	Pl_26	-0.935975429834798
Pl_7	Pl_26	-0.857865944504738
Pl_14	Pl_26	-0.971383314346895
Pl_11	Pl_27	-0.984849748201668
Pl_13	Pl_27	-0.871976652881131
Pl_14	Pl_27	-0.913322400534526
Pl_20	Pl_27	-0.944366193842143
Pl_5	Pl_28	-0.877750017680228
Pl_6	Pl_28	-0.870908448006958
Pl_20	Pl_28	-0.869852878618985
Pl_24	Pl_28	-0.945611436851323
Pl_26	Pl_28	-0.85911427391693
Pl_8	Pl_29	-0.970975767122582
Pl_17	Pl_29	-0.875642575556412
Pl_22	Pl_29	-0.856939315795898
Pl_25	Pl_29	-0.993939105421305
Pl_4	Pl_30	-0.991462681442499
Pl_9	Pl_30	-0.878189632436261
Pl_10	Pl_30	-0.912817755714059
Pl_16	Pl_30	-0.977457933360711
Pl_19	Pl_30	-0.891276982612908
Pl_22	Pl_30	-0.889034735970199
Pl_5	Pl_31	-0.857487356523052
Pl_8	Pl_31	-0.885058859596029
Pl_10	Pl_31	-0.926880802959204
Pl_22	Pl_31	-0.923320861067623
Pl_25	Pl_31	-0.904607191216201
Pl_7	Pl_32	-0.959403375396505
Pl_13	Pl_32	-0.969213389558718
Pl_1	Pl_33	-0.941500203683972
Pl_3	Pl_33	-0.948608192848042
Pl_11	Pl_33	-0.95699278707616
Pl_18	Pl_33	-0.951858033426106
Pl_30	Pl_33	-0.876338112400845
Pl_31	Pl_33	-0.872217880794778
Pl_3	Pl_34	-0.965905416058376
Pl_11	Pl_34	-0.884627375751734
Pl_15	Pl_34	-0.890500011853874
Pl_16	Pl_34	-0.91368208755739
Pl_19	Pl_34	-0.86101444833912
Pl_22	Pl_34	-0.890243495581672
Pl_26	Pl_34	-0.855264381039888
Pl_8	Pl_35	-0.957395371980965
Pl_12	Pl_35	-0.967610558029264
Pl_22	Pl_35	-0.954507792601362
Pl_5	Pl_36	-0.92434063507244
Pl_10	Pl_36	-0.97134540672414
Pl_15	Pl_36	-0.962411233922467
Pl_24	Pl_36	-0.858194985426962
Pl_32	Pl_36	-0.901242592604831
Pl_34	Pl_36	-0.90902140061371
Pl_15	Pl_37	-0.996426277328283
Pl_16	Pl_37	-0.878745276248083
Pl_22	Pl_37	-0.944144516019151
Pl_31	Pl_37	-0.974356338381767
Pl_3	Pl_38	-0.941555038560182
Pl_4	Pl_38	-0.949330218834803
Pl_10	Pl_38	-0.971922226483002
Pl_23	Pl_38	-0.987969496054575
Pl_24	Pl_38	-0.942904446972534
Pl_26	Pl_38	-0.921639871550724
Pl_29	Pl_38	-0.996224789647385
Pl_30	Pl_38	-0.884719143621624
Pl_31	Pl_38	-0.860165960388258
Pl_1	Pl_39	-0.947916188277304
Pl_7	Pl_39	-0.99105970421806
Pl_9	Pl_39	-0.975323637016118
Pl_14	Pl_39	-0.8618056809064
Pl_22	Pl_39	-0.942546327132732
Pl_24	Pl_39	-0.903227859409526
Pl_9	Pl_40	-0.854397205170244
Pl_27	Pl_40	-0.875536089530215
Pl_33	Pl_40	-0.941275449702516
Pl_34	Pl_40	-0.913867838913575
Pl_36	Pl_40	-0.991031711222604
Pl_2	Pl_41	-0.878240484278649
Pl_7	Pl_41	-0.877758492715657
Pl_13	Pl_41	-0.938091552583501
Pl_21	Pl_41	-0.878738334169611
Pl_27	Pl_41	-0.999673961428925
Pl_29	Pl_41	-0.984470302704722
Pl_36	Pl_41	-0.918157978681847
Pl_39	Pl_41	-0.855137693230063
Pl_6	Pl_42	-0.999905849108472
Pl_8	Pl_42	-0.934488880680874
Pl_12	Pl_42	-0.892413114430383
Pl_13	Pl_42	-0.851951422402635
Pl_17	Pl_42	-0.948828247375786
Pl_18	Pl_42	-0.997280621901155
Pl_15	Pl_43	-0.887759633129463
Pl_17	Pl_43	-0.969819040037692
Pl_18	Pl_43	-0.898426096653566
Pl_21	Pl_43	-0.950018479721621
Pl_22	Pl_43	-0.872493789531291
Pl_24	Pl_43	-0.926816595019773
Pl_27	Pl_43	-0.865297385957092
Pl_30	Pl_43	-0.995404404588044
Pl_37	Pl_43	-0.937739652581513
Pl_39	Pl_43	-0.905010519782081
Pl_41	Pl_43	-0.942068551667035
Pl_6	Pl_44	-0.897002231096849
Pl_18	Pl_44	-0.973572744289413
Pl_26	Pl_44	-0.903721887618303
Pl_34	Pl_44	-0.865386491408572
Pl_37	Pl_44	-0.970985387219116
Pl_38	Pl_44	-0.973978317575529
Pl_39	Pl_44	-0.868201393866912
Pl_4	Pl_45	-0.893495485652238
Pl_6	Pl_45	-0.976363509660587
Pl_8	Pl_45	-0.866809777915478
Pl_10	Pl_45	-0.89369987254031
Pl_34	Pl_45	-0.850931046763435
Pl_15	Pl_46	-0.980704543646425
Pl_19	Pl_46	-0.991293378174305
Pl_24	Pl_46	-0.92122754920274
Pl_28	Pl_46	-0.901686433469877
Pl_30	Pl_46	-0.853401034371927
Pl_34	Pl_46	-0.87273530033417
Pl_39	Pl_46	-0.940543154254556
Pl_41	Pl_46	-0.892260299995542
Pl_3	Pl_47	-0.961648099590093
Pl_15	Pl_47	-0.982479361817241
Pl_18	Pl_47	-0.98686332674697
Pl_25	Pl_47	-0.985867792274803
Pl_36	Pl_47	-0.963017421541736
Pl_46	Pl_47	-0.872797464486212
